PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
9244,26750767,16758270,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.19,15.71,,10.35,,-3.797,,5.779,,-14.65,,1.586,,-28.19,,,QC'd by BUCMLD
9245,26750768,16758271,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.61,34.54,,-12.32,,17.62,,-8.512,,24.26,,-21.69,,-15.61,,,QC'd by BUCMLD
9246,26750769,16758272,Inactive,0,,,Inactive,,,,,,,,,,4,,1.792,40.55,,-5.082,,-9.234,,-8.429,,0.6607,,19.42,,1.792,,,QC'd by BUCMLD
9247,26750770,16758273,Inactive,0,,,Inactive,,,,,,,,,,4,,1.718,3.54,,0.985,,-17.29,,26.98,,18.78,,31.05,,1.718,,,QC'd by BUCMLD
9248,26750771,16758274,Inactive,0,,,Inactive,,,,,,,,,,4,,2.667,15.5,,12.31,,5.692,,29.59,,15,,3.103,,2.667,,,QC'd by BUCMLD
9249,26750772,16758275,Inactive,0,,,Activator,7.9433,80.99,,Single point of activity,-5.1,4.9549,0.8902,73.74,-7.25,3,1 0 0 1 0 0 0,62.15,40.67,,-13.94,,10.18,,48.29,,-6.289,,-18.15,,62.15,,,QC'd by BUCMLD
9250,26750773,16758276,Inactive,0,,,Inactive,,,,,,,,,,4,,5.67,32.47,,15.72,,8.867,,31.55,,10.12,,32.69,,5.67,,,QC'd by BUCMLD
9251,26750774,16758277,Inactive,0,,,Activator,3.9811,106.914,,Partial curve; high efficacy,-5.4,3.2975,0.9015,117.55,10.6354,2.1,1 0 0 0 0 0 0,114.4,45.68,,38.46,,2.448,,4.07,,10.41,,25.9,,114.4,,,QC'd by BUCMLD
9252,26750775,16758278,Inactive,0,,,Inactive,,,,,,,,,,4,,17.03,-2.035,,17.57,,3.592,,1.619,,-12.93,,0.962,,17.03,,,QC'd by BUCMLD
9253,26750776,16758279,Inactive,0,,,Inactive,,,,,,,,,,4,,19.37,29.13,,-17.84,,-10.49,,-8.033,,15.91,,-36.4,,19.37,,,QC'd by BUCMLD
9254,26750777,16758280,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.4,29.66,,12.18,,-39.59,,-31.57,,-24.49,,-21.71,,-7.4,,,QC'd by BUCMLD
9255,26750778,16758281,Inactive,0,,,Inactive,,,,,,,,,,4,,3.474,4.812,,8.414,,-7.072,,0.1159,,-2.957,,5.783,,3.474,,,QC'd by BUCMLD
9256,26750779,16758282,Inactive,0,,,Inactive,,,,,,,,,,4,,43.93,3.355,,-7.031,,8.858,,12.66,,4.727,,33.85,,43.93,,,QC'd by BUCMLD
9257,26750780,16758283,Inactive,0,,,Inactive,,,,,,,,,,4,,-29.52,25.57,,-26.58,,16.27,,30.45,,8.3,,-4.513,,-29.52,,,QC'd by BUCMLD
9258,26750781,16758284,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.17,-0.258,,-15.75,,-44.95,,49.57,,16.55,,-9.975,,-19.17,,,QC'd by BUCMLD
9259,26750782,16758285,Inactive,0,,,Inactive,,,,,,,,,,4,,4.38,-30.7,,-2.23,,-10.06,,-24,,-29.61,,-10.26,,4.38,,,QC'd by BUCMLD
9260,26750783,6636553,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.88,17.41,,17.68,,2.618,,13.57,,-31.19,,-5.224,,-14.88,,,QC'd by BUCMLD
9261,26750784,16758286,Inactive,0,,,Inactive,,,,,,,,,,4,,9.824,-11.3,,-21.8,,6.187,,-5.913,,-3.581,,-7.31,,9.824,,,QC'd by BUCMLD
9262,26750785,16758287,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.222,-0.5071,,21.47,,2.539,,-10.58,,-24.91,,-5.221,,-8.222,,,QC'd by BUCMLD
9263,26750786,16758287,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.352,-9.827,,10.95,,-5.626,,8.809,,-17.12,,-16.71,,-6.352,,,QC'd by BUCMLD
9264,26750787,16758288,Inactive,0,,,Inactive,,,,,,,,,,4,,30.79,3.326,,-6.32,,4.068,,22.87,,-3.056,,19.43,,30.79,,,QC'd by BUCMLD
9265,26750788,16758289,Inactive,0,,,Inactive,,,,,,,,,,4,,37.55,15.93,,1.479,,4.509,,29.45,,7.606,,35.44,,37.55,,,QC'd by BUCMLD
9266,26750789,16758290,Inactive,0,,,Inactive,,,,,,,,,,4,,9.22,-6.618,,-2.428,,-24.58,,2.45,,-30.91,,-7.48,,9.22,,,QC'd by BUCMLD
9267,26750790,16758291,Inactive,0,,,Inactive,,,,,,,,,,4,,2.199,-3.638,,-16.81,,-16.2,,10.14,,-16.85,,-8.581,,2.199,,,QC'd by BUCMLD
9268,26750791,16758292,Inactive,0,,,Inactive,,,,,,,,,,4,,16.57,-19.57,,-18.12,,-26.93,,-10.19,,-26.58,,-19.4,,16.57,,,QC'd by BUCMLD
9269,26750792,16758293,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.84,-13.06,,-7.462,,-8.014,,-5.714,,-24.06,,-18.96,,-10.84,,,QC'd by BUCMLD
9270,26750793,16758294,Inactive,0,,,Inactive,,,,,,,,,,4,,-36.97,-24.17,,16.01,,-6.415,,-1.605,,-0.3202,,-0.1247,,-36.97,,,QC'd by BUCMLD
9271,26750794,16758295,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.822,-8.492,,4.329,,3.092,,26.27,,-9.938,,6.227,,-6.822,,,QC'd by BUCMLD
9272,26750795,16758296,Inactive,0,,,Inactive,,,,,,,,,,4,,24.07,4.483,,13.76,,31.82,,31.33,,31.52,,43.85,,24.07,,,QC'd by BUCMLD
9273,26750796,16758297,Inactive,0,,,Inactive,,,,,,,,,,4,,6.491,-13.63,,16.4,,-12.38,,62.78,,8.671,,19.23,,6.491,,,QC'd by BUCMLD
9274,26750797,16758298,Inactive,0,,,Inactive,,,,,,,,,,4,,30.03,21.23,,-14.79,,-7.469,,10.08,,-5.085,,-0.9852,,30.03,,,QC'd by BUCMLD
9275,26750798,16758299,Inactive,0,,,Inactive,,,,,,,,,,4,,16.96,1.963,,9.237,,10.15,,12.18,,-5.933,,-7.38,,16.96,,,QC'd by BUCMLD
9276,26750799,16758300,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.855,-6.851,,-12.57,,-25.83,,-0.3038,,-7.804,,-13.57,,-5.855,,,QC'd by BUCMLD
9277,26750800,16758301,Inactive,0,,,Activator,6.3096,92.192,,Single point of activity,-5.2,4.9549,0.9587,75.484,-16.708,3,0 0 0 0 0 0 0,71.05,-15.56,,-25.59,,-20.53,,-6.865,,-9.659,,-22.72,,71.05,,,QC'd by BUCMLD
9278,26750801,16758302,Active,46,,,Inhibitor,1.5849,96.488,,Partial curve; partial efficacy,-5.8,0.7,0.9261,-94.394,2.094,-2.2,0 0 0 0 0 0 0,-76.24,11.88,,-2.83,,-16.42,,-0.1827,,-29.45,,-49.93,,-76.24,,,QC'd by BUCMLD
9279,26750802,16758303,Inactive,0,,,Inactive,,,,,,,,,,4,,30.35,2.835,,17.81,,-3.611,,8.907,,3.884,,4.149,,30.35,,,QC'd by BUCMLD
9280,26750803,16758304,Inactive,0,,,Inactive,,,,,,,,,,4,,32.6,34.59,,-20.05,,-18.94,,3.269,,0.101,,1.623,,32.6,,,QC'd by BUCMLD
9281,26750804,16758305,Inactive,0,,,Activator,6.3096,50.539,,Partial curve; partial efficacy,-5.2,4.9549,0.9677,69.944,19.405,2.2,0 0 0 1 0 0 0,67.2,15.58,,18.59,,17.13,,47.05,,25.96,,19.12,,67.2,,,QC'd by BUCMLD
9282,26750805,16758306,Inactive,0,,,Inactive,,,,,,,,,,4,,60.55,4.393,,13.29,,0.7326,,21.74,,15.42,,-5.406,,60.55,,,QC'd by BUCMLD
9283,26750806,16758307,Inactive,0,,,Activator,3.9811,56.5491,,Partial curve; partial efficacy,-5.4,1.9282,0.9342,72.1252,15.5761,2.2,1 0 0 0 0 0 0,65.58,-16.21,,9.819,,24.63,,10.66,,17.53,,29.34,,65.58,,,QC'd by BUCMLD
9284,26750807,16758308,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.14,-10.27,,9.276,,-14.71,,-13.19,,-15.85,,-16.2,,-20.14,,,QC'd by BUCMLD
9285,26750808,16758309,Inactive,0,,,Inactive,,,,,,,,,,4,,-11.47,5.026,,25.02,,-52.45,,-14.35,,10.4,,3.439,,-11.47,,,QC'd by BUCMLD
9286,26750809,6419650,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.3,17.71,,12.66,,-15.97,,-5.078,,-4.667,,-17.59,,-17.3,,,QC'd by BUCMLD
9287,26750810,16758310,Inactive,0,,,Inactive,,,,,,,,,,4,,31.81,81.93,,-18.02,,56.82,,-4.656,,-4.957,,-23.16,,31.81,,,QC'd by BUCMLD
9288,26750811,16758311,Inactive,0,,,Inactive,,,,,,,,,,4,,6.869,-6.812,,19.03,,19.1,,23.59,,-0.714,,-3.232,,6.869,,,QC'd by BUCMLD
9289,26750812,16758312,Inactive,0,,,Inactive,,,,,,,,,,4,,-37.48,-20.85,,35.03,,47.17,,2.405,,2.091,,-5.37,,-37.48,,,QC'd by BUCMLD
9290,26750813,16758313,Inconclusive,24,,,Inhibitor,0.7943,77.5455,,Partial curve; partial efficacy,-6.1,1.5579,0.9377,-53.332,24.2135,-2.2,1 0 0 0 0 0 0,-53.61,-5.76,,27.67,,9.825,,34.48,,-1.519,,-38.32,,-53.61,,,QC'd by BUCMLD
9291,26750814,16758314,Inactive,0,,,Activator,0.0063,59.999,,Complete curve; partial efficacy,-8.2,0.5,0.922,54.4991,-5.4999,1.2,0 0 0 0 0 0 0,51.21,3.671,,25.59,,31.01,,43.13,,41.94,,58.67,,51.21,,,QC'd by BUCMLD
9292,26750815,16758314,Inactive,0,,,Inactive,,,,,,,,,,4,,10.58,0.6324,,0.0442,,12.36,,2.416,,-6.887,,29.53,,10.58,,,QC'd by BUCMLD
9293,26750816,16758315,Inactive,0,,,Inactive,,,,,,,,,,4,,10.59,-17,,-1.152,,-18.33,,0.0901,,1.908,,10.94,,10.59,,,QC'd by BUCMLD
9294,26750817,16758316,Inactive,0,,,Inactive,,,,,,,,,,4,,-17.95,-46.52,,-24.08,,-28.25,,-20.67,,-13.74,,-5.818,,-17.95,,,QC'd by BUCMLD
9295,26750818,16758317,Active,44,,,Inhibitor,2.5119,77.628,,Partial curve; partial efficacy,-5.6,1,0.8582,-79.908,-2.28,-2.2,0 0 0 1 0 0 0,-65.94,-11.33,,16.86,,-13.45,,29.03,,-12.92,,-39.1,,-65.94,,,QC'd by BUCMLD
9296,26750819,16758318,Inconclusive,20,,,Inhibitor,2.5119,48.68,,Partial curve; partial efficacy; poor fit,-5.6,3.0654,0.6255,-51.86,-3.18,-2.4,1 0 0 0 0 0 0,-52.8,51.07,,-22.23,,-9.586,,-6.832,,24,,-21.78,,-52.8,,,QC'd by BUCMLD
9297,26750820,16758319,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.05,20.68,,26.66,,92.57,,7.575,,69.04,,10.78,,-31.05,,,QC'd by BUCMLD
9298,26750821,16758320,Inactive,0,,,Inactive,,,,,,,,,,4,,16.67,16.84,,24.65,,34.34,,-8.643,,36.85,,5.584,,16.67,,,QC'd by BUCMLD
9299,26750822,16758321,Inactive,0,,,Inactive,,,,,,,,,,4,,-41.33,-23.87,,41.37,,-16.65,,0.6553,,-8.068,,59.29,,-41.33,,,QC'd by BUCMLD
9300,26750823,16758322,Inactive,0,,,Inactive,,,,,,,,,,4,,-31.46,-26.34,,-16.16,,-26.61,,-8.378,,-0.2849,,-13.46,,-31.46,,,QC'd by BUCMLD
9301,26750824,16758323,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.08,-21.6,,-18.11,,-17.29,,-12.3,,7.29,,40.03,,-16.08,,,QC'd by BUCMLD
9302,26750825,16758324,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.18,-25.85,,-7.219,,9.101,,-10.43,,27.07,,3.302,,-12.18,,,QC'd by BUCMLD
9303,26750826,16758325,Inactive,0,,,Activator,0.1585,53.847,,Complete curve; partial efficacy; poor fit,-6.8,4.095,0.8235,26.645,-27.202,1.4,0 0 1 0 0 0 0,45.78,-34.8,,-20.7,,14.94,,-20.62,,26.51,,6.705,,45.78,,,QC'd by BUCMLD
9304,26750827,16758326,Inconclusive,20,,,Inhibitor,0.0025,57.982,,Complete curve; partial efficacy; poor fit,-8.6,4.095,0.7322,-37.382,20.6,-1.4,0 0 0 0 0 0 0,-60.61,20.39,,-27.63,,-33.05,,-20.99,,-26.21,,-44.99,,-60.61,,,QC'd by BUCMLD
9305,26750828,16758327,Inactive,0,,,Inactive,,,,,,,,,,4,,-36.03,15.06,,-45.55,,13.48,,-28.32,,21.52,,-2.808,,-36.03,,,QC'd by BUCMLD
9306,26750829,16758328,Inactive,0,,,Inactive,,,,,,,,,,4,,-3.187,5.326,,-46.09,,-24.45,,14.57,,-10.41,,-10.54,,-3.187,,,QC'd by BUCMLD
9307,26750830,16758329,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.05,22.32,,-15.66,,-16.14,,43.61,,21.71,,20.9,,-20.05,,,QC'd by BUCMLD
9308,26750831,16758330,Inconclusive,25,,,Inhibitor,0.1585,24.488,,Complete curve; partial efficacy,-6.8,4.9549,0.8325,-47.616,-23.128,-1.2,1 0 0 0 0 0 0,-43.74,65.5,,-15.94,,-31.06,,-23.46,,-53.43,,-45.14,,-43.74,,,QC'd by BUCMLD
9309,26750832,16758331,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.991,-15.41,,1.364,,-37.35,,-21.76,,-6.868,,10.55,,-8.991,,,QC'd by BUCMLD
9310,26750833,6636937,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.45,25.49,,-14.84,,-28.35,,-0.0081,,-0.6058,,-1.721,,-15.45,,,QC'd by BUCMLD
9311,26750834,16758332,Inactive,0,,,Inactive,,,,,,,,,,4,,-23.04,-30.34,,-38.05,,-28.92,,78.01,,5.244,,-2.043,,-23.04,,,QC'd by BUCMLD
9312,26750835,16758333,Inactive,0,,,Inactive,,,,,,,,,,4,,1.276,19.22,,-31.37,,31.64,,26.73,,33.39,,29.74,,1.276,,,QC'd by BUCMLD
9313,26750836,16758333,Inactive,0,,,Inactive,,,,,,,,,,4,,16.68,3.464,,-24.52,,-34.87,,4.172,,-1.669,,-13,,16.68,,,QC'd by BUCMLD
9314,26750837,16758334,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.01,-6.175,,-11.21,,-30.02,,-4.845,,-7.118,,-9.84,,-26.01,,,QC'd by BUCMLD
9315,26750838,16758335,Inactive,0,,,Inactive,,,,,,,,,,4,,91.71,41.71,,1.888,,-26.93,,-13.34,,40.93,,-6.726,,91.71,,,QC'd by BUCMLD
9316,26750839,16758336,Inactive,0,,,Inactive,,,,,,,,,,4,,72.57,38.46,,33.25,,-31.18,,5.702,,37.29,,-31.71,,72.57,,,QC'd by BUCMLD
9317,26750840,16758337,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.526,-19.09,,-26.97,,-21.05,,-40.42,,-19.55,,-12.42,,-9.526,,,QC'd by BUCMLD
9318,26750841,16758338,Inactive,0,,,Inactive,,,,,,,,,,4,,43.23,10.18,,-8.349,,13.12,,11.32,,3.83,,12.2,,43.23,,,QC'd by BUCMLD
9319,26750842,16758339,Inactive,0,,,Activator,3.1623,76.078,,Partial curve; partial efficacy,-5.5,0.9,0.9107,70.176,-5.902,2.2,1 0 0 1 0 0 0,54.45,31.3,,0.7577,,-15.77,,44.24,,12.65,,20.9,,54.45,,,QC'd by BUCMLD
9320,26750843,16758340,Inactive,0,,,Inactive,,,,,,,,,,4,,12.9,3.133,,-8.828,,-13,,-3.911,,-4.932,,14.46,,12.9,,,QC'd by BUCMLD
9321,26750844,16758341,Inactive,0,,,Activator,3.9811,99.2,,Single point of activity,-5.4,1.1341,0.9481,83.2,-16,3,0 1 0 0 0 0 0,63.95,-12.83,,33.87,,-18.37,,-23.65,,3.271,,13.13,,63.95,,,QC'd by BUCMLD
9322,26750845,16758342,Inactive,0,,,Inactive,,,,,,,,,,4,,30.66,10.47,,41,,-15.06,,3.776,,-9.091,,12.14,,30.66,,,QC'd by BUCMLD
9323,26750846,16758343,Inactive,0,,,Inactive,,,,,,,,,,4,,18.68,-18.1,,1.446,,-21.29,,-18.67,,-12.49,,12.65,,18.68,,,QC'd by BUCMLD
9324,26750847,16758344,Inactive,0,,,Activator,0.3162,60.8402,,Partial curve; partial efficacy,-6.5,0.4,0.9481,54.0419,-6.7983,2.2,0 0 0 0 0 0 0,47.95,-1.158,,-1.541,,7.933,,21.99,,24.51,,30.38,,47.95,,,QC'd by BUCMLD
9325,26750848,16758345,Inactive,0,,,Inactive,,,,,,,,,,4,,31.26,12.43,,9.653,,7.177,,19.03,,5.989,,32.01,,31.26,,,QC'd by BUCMLD
9326,26750849,16758346,Inconclusive,20,,,Inhibitor,0.0025,73.3385,,Complete curve; partial efficacy; poor fit,-8.6,4.5045,0.7475,-44.311,29.0275,-1.4,0 0 0 0 0 0 0,-69.37,28.74,,-33.48,,-33,,-20.83,,-40.39,,-57.66,,-69.37,,,QC'd by BUCMLD
9327,26750850,16758347,Inactive,0,,,Inactive,,,,,,,,,,4,,36.62,4.675,,9.835,,-7.363,,14.49,,-4.653,,-8.802,,36.62,,,QC'd by BUCMLD
9328,26750851,6419696,Inactive,0,,,Inactive,,,,,,,,,,4,,15.24,1.277,,1.181,,-11.64,,9.674,,-9.077,,-8.21,,15.24,,,QC'd by BUCMLD
9329,26750852,16758348,Inactive,0,,,Inactive,,,,,,,,,,4,,-34.52,1.638,,3.487,,-24.11,,10.35,,-16.47,,-17.62,,-34.52,,,QC'd by BUCMLD
9330,26750853,6419698,Inactive,0,,,Inactive,,,,,,,,,,4,,5.511,-10.11,,3.555,,11.55,,47.41,,3.944,,13.17,,5.511,,,QC'd by BUCMLD
9331,26750854,16758349,Inactive,0,,,Inactive,,,,,,,,,,4,,18.4,-4.624,,-1.693,,-1.645,,12.9,,18.17,,0.5125,,18.4,,,QC'd by BUCMLD
9332,26750855,16758350,Inconclusive,25,,,Inhibitor,0.7943,67.563,,Complete curve; partial efficacy,-6.1,2.7868,0.9362,-57.063,10.5,-1.2,1 0 0 0 0 0 0,-58.55,32.17,,4.706,,0.577,,25.39,,-1.576,,-52.03,,-58.55,,,QC'd by BUCMLD
9333,26750856,16758351,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.4801,-7.793,,0.6652,,3.008,,-4.637,,-23.04,,-14.35,,-0.4801,,,QC'd by BUCMLD
9334,26750857,16758352,Inactive,0,,,Inactive,,,,,,,,,,4,,6.39,-11.13,,6.536,,1.629,,5.508,,-0.8914,,-1.49,,6.39,,,QC'd by BUCMLD
9335,26750858,16758353,Inactive,0,,,Inactive,,,,,,,,,,4,,16.6,-20.58,,-3.2,,9.554,,57.07,,8.868,,13.9,,16.6,,,QC'd by BUCMLD
9336,26750859,16758354,Inactive,0,,,Inactive,,,,,,,,,,4,,16.34,2.888,,13.77,,14.09,,7.119,,5.886,,42.26,,16.34,,,QC'd by BUCMLD
9337,26750860,6636171,Active,46,,,Inhibitor,1.2589,103.504,,Partial curve; partial efficacy,-5.9,0.6,0.8866,-80.861,22.6435,-2.2,0 0 1 0 0 0 0,-60.36,22.85,,23.93,,63.12,,-12.33,,4.452,,-45.81,,-60.36,,,QC'd by BUCMLD
9338,26750861,16758355,Inactive,0,,,Inactive,,,,,,,,,,4,,35.16,-3.186,,-1.086,,-5.237,,6.63,,1.198,,17.83,,35.16,,,QC'd by BUCMLD
9339,26750862,16758356,Inactive,0,,,Inactive,,,,,,,,,,4,,-35.65,-4.546,,6.656,,-1.675,,-2.505,,-8.626,,-12.61,,-35.65,,,QC'd by BUCMLD
9340,26750863,16758357,Inactive,0,,,Inactive,,,,,,,,,,4,,44.77,-2.252,,21.54,,24.84,,33.21,,5.979,,44.6,,44.77,,,QC'd by BUCMLD
9341,26750864,16758358,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.068,-6.874,,-4.812,,-30.46,,2.803,,-26.69,,-10.77,,-1.068,,,QC'd by BUCMLD
9342,26750865,6636174,Inactive,0,,,Inactive,,,,,,,,,,4,,38.33,-9.865,,18.96,,-0.17,,17.69,,13.23,,15.76,,38.33,,,QC'd by BUCMLD
9343,26750866,6636192,Inactive,0,,,Inactive,,,,,,,,,,4,,35.52,20.56,,159.2,,-14.9,,25.37,,-9.114,,12.52,,35.52,,,QC'd by BUCMLD
9344,26750867,16758359,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.776,36.79,,32.44,,-32.49,,-11.21,,15.85,,-27.31,,-2.776,,,QC'd by BUCMLD
9345,26750868,6636316,Inactive,0,,,Inactive,,,,,,,,,,4,,6.11,-8.744,,-3.511,,-21.11,,-11.13,,-13.09,,12.16,,6.11,,,QC'd by BUCMLD
9346,26750869,16758360,Active,47,,,Inhibitor,1.2589,112.656,,Partial curve; high efficacy,-5.9,0.8,0.9123,-101.64,11.016,-2.1,0 0 0 0 0 0 0,-89.29,-3.887,,20.87,,6.272,,11.59,,-38.25,,-48.16,,-89.29,,,QC'd by BUCMLD
9347,26750870,16758361,Active,48,,,Inhibitor,1,149.607,,Partial curve; high efficacy,-6,0.6,0.954,-107.566,42.041,-2.1,0 0 0 0 0 0 0,-80.88,41.4,,28.57,,42.77,,-1.428,,-2.942,,-53.47,,-80.88,,,QC'd by BUCMLD
9348,26750871,16758362,Inactive,0,,,Inactive,,,,,,,,,,4,,-44.81,-2.078,,15.69,,28.9,,37.3,,-8.034,,-13.08,,-44.81,,,QC'd by BUCMLD
9349,26750872,16758363,Active,48,,,Inhibitor,0.5012,110.873,,Partial curve; high efficacy,-6.3,0.9,0.8937,-94.1523,16.7206,-2.1,1 0 0 0 0 0 0,-92.93,46.82,,-3.543,,35.69,,-7.505,,-42.62,,-61.79,,-92.93,,,QC'd by BUCMLD
9350,26750873,16758364,Active,47,,,Inhibitor,1.2589,96.1169,,Partial curve; high efficacy,-5.9,0.9,0.9876,-99.5323,-3.4155,-2.1,1 0 0 0 0 0 0,-90.81,-26.66,,-6.449,,-7.407,,-6.413,,-33.94,,-59.56,,-90.81,,,QC'd by BUCMLD
9351,26750874,16758365,Active,91,,,Inhibitor,0.1,83.88,,Complete curve; high efficacy,-7,1.3723,0.9938,-87.51,-3.63,-1.1,0 1 0 0 0 0 0,-90.91,-7.03,,32.98,,-7.604,,-43.71,,-75.39,,-85.29,,-90.91,,,QC'd by BUCMLD
9352,26750875,16758366,Inconclusive,20,,,Inhibitor,0.0794,118.535,,Partial curve; high efficacy; poor fit,-7.1,0.3,0.6846,-89.51,29.0248,-2.3,0 0 0 0 0 0 0,-83.23,20.43,,-15.5,,-27.1,,-50.88,,-16.78,,-44.9,,-83.23,,,QC'd by BUCMLD
9353,26750876,16758367,Active,90,,,Inhibitor,0.3981,81.103,,Complete curve; high efficacy,-6.4,0.7,0.9617,-104.289,-23.186,-1.1,0 0 0 0 0 0 0,-101,-32.3,,-18.26,,-30.1,,-45.85,,-69.79,,-79.07,,-101,,,QC'd by BUCMLD
9354,26750877,16758368,Active,44,,,Inhibitor,5.0119,66.717,,Partial curve; partial efficacy,-5.3,1.1,0.9137,-94.512,-27.795,-2.2,0 0 0 0 0 0 0,-78.76,-33.02,,-21.29,,-24.38,,-27.36,,-41.77,,-43.96,,-78.76,,,QC'd by BUCMLD
9355,26750878,16758369,Active,44,,,Inhibitor,3.1623,73.507,,Partial curve; high efficacy,-5.5,1.6604,0.9627,-88.449,-14.942,-2.1,0 0 0 1 0 0 0,-80.7,-8.52,,-12.35,,-24.35,,49.02,,-17.56,,-41.51,,-80.7,,,QC'd by BUCMLD
9356,26750879,16758370,Active,96,,,Inhibitor,0.005,139.993,,Complete curve; high efficacy,-8.3,0.5,0.8179,-82.3392,57.6542,-1.1,0 0 0 0 0 0 0,-88.05,41.51,,-33.57,,-45.32,,-30.38,,-66.71,,-77.44,,-88.05,,,QC'd by BUCMLD
9357,26750880,16758371,Active,86,,,Inhibitor,1.2589,64.72,,Complete curve; high efficacy,-5.9,1.4787,0.9222,-87.82,-23.1,-1.1,0 0 1 0 0 0 0,-85.41,-13.69,,-36.73,,9.91,,-18.69,,-36.82,,-68.8,,-85.41,,,QC'd by BUCMLD
9358,26750881,16758372,Active,46,,,Inhibitor,1.9953,96.7621,,Partial curve; high efficacy,-5.7,0.8,0.8836,-106.298,-9.5359,-2.1,0 0 0 0 0 0 0,-86.67,-21.49,,-27.63,,-0.7899,,-20.67,,-31.59,,-60.89,,-86.67,,,QC'd by BUCMLD
9359,26750882,16758373,Active,45,,,Inhibitor,2.5119,87.788,,Partial curve; high efficacy,-5.6,1.21,0.9612,-93.5801,-5.7921,-2.1,0 0 0 0 0 0 0,-81.49,-16.55,,-2.884,,-5.742,,1.431,,-18.06,,-46.88,,-81.49,,,QC'd by BUCMLD
9360,26750883,16758374,Active,94,,,Inhibitor,0.0631,106.098,,Complete curve; high efficacy,-7.2,0.8,0.9883,-100.858,5.2401,-1.1,1 0 0 0 0 0 0,-105.2,43.81,,-3.671,,-23.66,,-55.56,,-83.57,,-87.78,,-105.2,,,QC'd by BUCMLD
9361,26750884,16758374,Active,50,,,Inhibitor,0.631,101.591,,Partial curve; high efficacy,-6.2,0.6,0.969,-113.301,-11.7096,-2.1,0 0 0 0 0 0 0,-98.29,-5.346,,-20.23,,-31.64,,-28.89,,-59.27,,-82.14,,-98.29,,,QC'd by BUCMLD
9362,26750885,16758375,Active,91,,,Inhibitor,0.1,83.8038,,Complete curve; high efficacy,-7,0.6,0.9914,-86.1494,-2.3456,-1.1,0 0 0 0 0 0 0,-82.4,-8.795,,-7.788,,-28.23,,-42.77,,-62.66,,-73.01,,-82.4,,,QC'd by BUCMLD
9363,26750886,16758376,Active,48,,,Inhibitor,1,90.5972,,Partial curve; high efficacy,-6,0.5,0.981,-101.853,-11.2559,-2.1,0 0 0 0 0 0 0,-80.6,-17.24,,-9.269,,-25.43,,-32.71,,-47,,-66.99,,-80.6,,,QC'd by BUCMLD
9364,26750887,16758377,Active,45,,,Inhibitor,1.5849,76.022,,Partial curve; partial efficacy,-5.8,1.9887,0.9302,-76.23,-0.208,-2.2,0 0 0 0 0 0 0,-74.41,12.67,,-11.35,,7.965,,-9.278,,-6.014,,-52.55,,-74.41,,,QC'd by BUCMLD
9365,26750888,16758378,Active,44,,,Inhibitor,3.9811,81.772,,Partial curve; partial efficacy,-5.4,1.01,0.8341,-80.871,0.901,-2.2,0 0 0 0 0 0 0,-61.06,14.93,,-6.186,,-15.31,,10.21,,-11.34,,-26.76,,-61.06,,,QC'd by BUCMLD
